P_ID,ITEM_ID,BRAND,RATING,MODEL_ATTR,JOINS
P3216,Computers & Accessories,Sennheiser,3,Male,3216
P3217,Camera & Photo,Nikon,4,Female,3217
P3218,Computers & Accessories,Linksys,2,Female,3218
P3219,Camera & Photo,Nikon,4,Female,3219
P3220,Camera & Photo,Canon,1,Female,3220
P3221,Camera & Photo,Olympus,5,Female,3221
P3222,Camera & Photo,Canon,1,Female,3222
P3223,Camera & Photo,Sony,2,Male,3223
P3224,Camera & Photo,Fujifilm,5,Male,3224
P3225,Computers & Accessories,Linksys,1,Female,3225
P3226,Camera & Photo,Kodak,4,Female&Male,3226
P3227,Camera & Photo,Canon,5,Male,3227
P3228,Camera & Photo,Fujifilm,4,Female,3228
P3229,Camera & Photo,Kodak,5,Female,3229
P3230,Camera & Photo,Kodak,5,Female,3230
P3231,Computers & Accessories,Linksys,3,Female,3231
P3232,Camera & Photo,Kodak,5,Female,3232
P3233,Camera & Photo,Canon,5,Female,3233
P3234,Computers & Accessories,Linksys,4,Female,3234
P3235,Computers & Accessories,Linksys,5,Female,3235
P3236,Camera & Photo,Kodak,5,Female,3236
P3237,Camera & Photo,Polaroid,2,Female&Male,3237
P3238,Camera & Photo,Kodak,5,Male,3238
P3239,Camera & Photo,Olympus,1,Female,3239
P3240,Camera & Photo,Sony,3,Male,3240
P3241,Computers & Accessories,Linksys,5,Female&Male,3241
P3242,Camera & Photo,Kodak,5,Female,3242
P3243,Camera & Photo,Kodak,5,Male,3243
P3244,Camera & Photo,Canon,5,Male,3244
P3245,Computers & Accessories,Linksys,1,Female,3245
P3246,Camera & Photo,Canon,5,Male,3246
P3247,Computers & Accessories,Linksys,5,Female,3247
P3248,Camera & Photo,Sony,5,Female&Male,3248
P3249,Camera & Photo,Canon,5,Female,3249
P3250,Camera & Photo,Canon,5,Female,3250
P3251,Camera & Photo,Canon,1,Female,3251
P3252,Camera & Photo,Kodak,5,Female,3252
P3253,Camera & Photo,Nikon,2,Female,3253
P3254,Camera & Photo,Vivitar,4,Female,3254
P3255,Camera & Photo,Olympus,5,Female,3255
P3256,Computers & Accessories,Linksys,5,Female,3256
P3257,Camera & Photo,Nikon,5,Female,3257
P3258,Camera & Photo,Kodak,5,Female,3258
P3259,Camera & Photo,Kodak,5,Male,3259
P3260,Camera & Photo,Panasonic,5,Female,3260
P3261,Camera & Photo,Kodak,1,Female&Male,3261
P3262,Camera & Photo,Sony,1,Male,3262
P3263,Camera & Photo,Kodak,5,Female,3263
P3264,Camera & Photo,Canon,5,Female,3264
P3265,Camera & Photo,Nikon,2,Female,3265
P3266,Camera & Photo,Canon,4,Female,3266
P3267,Camera & Photo,Canon,5,Female,3267
P3268,Camera & Photo,Vivitar,4,Female,3268
P3269,Computers & Accessories,Linksys,5,Female&Male,3269
P3270,Camera & Photo,Canon,4,Female,3270
P3271,Camera & Photo,Canon,4,Female,3271
P3272,Computers & Accessories,Linksys,5,Female,3272
P3273,Camera & Photo,Canon,5,Female,3273
P3274,Camera & Photo,Olympus,5,Male,3274
P3275,Headphones,EldHus,4,Female&Male,3275
P3276,Television & Video,Panasonic,5,Female,3276
P3277,Computers & Accessories,Linksys,5,Female,3277
P3278,Camera & Photo,Kodak,5,Male,3278
P3279,Camera & Photo,Fujifilm,5,Male,3279
P3280,Camera & Photo,Canon,5,Female,3280
P3281,Camera & Photo,Canon,4,Female,3281
P3282,Camera & Photo,Canon,5,Female,3282
P3283,Camera & Photo,Canon,5,Female,3283
P3284,Accessories & Supplies,Etre Jeune,4,Female&Male,3284
P3285,Headphones,EldHus,5,Female&Male,3285
P3286,Camera & Photo,Canon,5,Female,3286
P3287,Camera & Photo,Kodak,2,Female,3287
P3288,Camera & Photo,Canon,5,Female,3288
P3289,Camera & Photo,Canon,4,Female,3289
P3290,Camera & Photo,Canon,5,Female,3290
P3291,Camera & Photo,Canon,4,Female,3291
P3292,Camera & Photo,Canon,5,Female,3292
P3293,Camera & Photo,Nikon,5,Female,3293
P3294,Camera & Photo,Kodak,4,Female,3294
P3295,Camera & Photo,Olympus,5,Female,3295
P3296,Camera & Photo,Canon,5,Male,3296
P3297,Camera & Photo,Kodak,4,Female,3297
P3298,Camera & Photo,Sony,2,Male,3298
P3299,Computers & Accessories,Linksys,5,Female,3299
P3300,Camera & Photo,Canon,5,Female,3300
P3301,Computers & Accessories,Linksys,5,Female,3301
P3302,Camera & Photo,Nikon,5,Female,3302
P3303,Camera & Photo,Fujifilm,5,Female,3303
P3304,Camera & Photo,Canon,5,Female,3304
P3305,Camera & Photo,Nikon,5,Female,3305
P3306,Headphones,EldHus,5,Female&Male,3306
P3307,Camera & Photo,Nikon,5,Female,3307
P3308,Camera & Photo,Fujifilm,5,Male,3308
P3309,Computers & Accessories,Kensington,4,Male,3309
P3310,Camera & Photo,Nikon,5,Female,3310
P3311,Camera & Photo,Nikon,5,Female,3311
P3312,Computers & Accessories,Linksys,3,Female,3312
P3313,Camera & Photo,Canon,1,Female,3313
P3314,Camera & Photo,Canon,4,Female,3314
P3315,Headphones,Philips,2,Male,3315
P3316,Camera & Photo,Kodak,3,Female,3316
P3317,Computers & Accessories,Linksys,1,Female,3317
P3318,Computers & Accessories,Logitech,4,Female&Male,3318
P3319,Camera & Photo,Olympus,5,Male,3319
P3320,Camera & Photo,Kodak,4,Female,3320
P3321,Camera & Photo,HP,3,Male,3321
P3322,Camera & Photo,Canon,5,Female,3322
P3323,Camera & Photo,Kodak,5,Female,3323
P3324,Camera & Photo,Canon,5,Female,3324
P3325,Camera & Photo,Canon,1,Female,3325
P3326,Camera & Photo,Canon,5,Female,3326
P3327,Camera & Photo,Canon,5,Female,3327
P3328,Camera & Photo,Nikon,4,Female,3328
P3329,Camera & Photo,Kodak,5,Female,3329
P3330,Computers & Accessories,Sennheiser,5,Male,3330
P3331,Camera & Photo,Sony,5,Male,3331
P3332,Camera & Photo,Canon,5,Female,3332
P3333,Camera & Photo,Panasonic,5,Female,3333
P3334,Camera & Photo,Kodak,4,Female,3334
P3335,Camera & Photo,Kodak,1,Female,3335
P3336,Camera & Photo,Canon,5,Female,3336
P3337,Camera & Photo,Nikon,3,Male,3337
P3338,Camera & Photo,Canon,4,Female,3338
P3339,Camera & Photo,Canon,4,Female,3339
P3340,Camera & Photo,Canon,4,Male,3340
P3341,Computers & Accessories,Linksys,4,Female,3341
P3342,Computers & Accessories,Linksys,1,Female,3342
P3343,Camera & Photo,Canon,1,Female,3343
P3344,Camera & Photo,Canon,5,Female,3344
P3345,Camera & Photo,Canon,5,Female,3345
P3346,Camera & Photo,Panasonic,5,Female,3346
P3347,Camera & Photo,Nikon,5,Female,3347
P3348,Computers & Accessories,Linksys,5,Female,3348
P3349,Computers & Accessories,Linksys,3,Female,3349
P3350,Computers & Accessories,Linksys,4,Female,3350
P3351,Computers & Accessories,Linksys,3,Female,3351
P3352,Camera & Photo,Olympus,5,Female,3352
P3353,Camera & Photo,Canon,5,Female,3353
P3354,Camera & Photo,Kodak,5,Male,3354
P3355,Camera & Photo,Canon,5,Female,3355
P3356,Camera & Photo,Kodak,4,Female,3356
P3357,Computers & Accessories,Linksys,4,Female,3357
P3358,Camera & Photo,Kodak,5,Female&Male,3358
P3359,Camera & Photo,Canon,5,Female,3359
P3360,Camera & Photo,Canon,5,Male,3360
P3361,Camera & Photo,Nikon,4,Female,3361
P3362,Camera & Photo,Kodak,4,Female,3362
P3363,Computers & Accessories,Sennheiser,4,Male,3363
P3364,Camera & Photo,Kodak,5,Male,3364
P3365,Camera & Photo,Nikon,5,Female,3365
P3366,Camera & Photo,Kodak,5,Male,3366
P3367,Camera & Photo,HP,5,Male,3367
P3368,Camera & Photo,Olympus,5,Female,3368
P3369,Camera & Photo,Canon,3,Female,3369
P3370,Accessories & Supplies,Etre Jeune,5,Female&Male,3370
P3371,Camera & Photo,Olympus,4,Female,3371
P3372,Camera & Photo,Panasonic,5,Female,3372
P3373,Camera & Photo,Canon,4,Female,3373
P3374,Camera & Photo,Kodak,4,Female,3374
P3375,Camera & Photo,Canon,5,Female,3375
P3376,Computers & Accessories,Linksys,3,Female&Male,3376
P3377,Camera & Photo,Canon,5,Female,3377
P3378,Camera & Photo,Nikon,4,Female,3378
P3379,Camera & Photo,Sony,4,Male,3379
P3380,Camera & Photo,Fujifilm,5,Female,3380
P3381,Camera & Photo,Kodak,4,Male,3381
P3382,Camera & Photo,Sony,5,Male,3382
P3383,Camera & Photo,Olympus,5,Male,3383
P3384,Camera & Photo,Panasonic,4,Female,3384
P3385,Camera & Photo,Fujifilm,5,Male,3385
P3386,Computers & Accessories,Linksys,4,Female,3386
P3387,Camera & Photo,Canon,5,Female,3387
P3388,Computers & Accessories,Linksys,1,Female,3388
P3389,Camera & Photo,Canon,5,Male,3389
P3390,Camera & Photo,Canon,5,Male,3390
P3391,Computers & Accessories,Logitech,1,Female&Male,3391
P3392,Camera & Photo,Kodak,1,Female,3392
P3393,Camera & Photo,Kodak,5,Female,3393
P3394,Camera & Photo,Nikon,5,Female,3394
P3395,Camera & Photo,Canon,2,Female,3395
P3396,Camera & Photo,Canon,4,Female,3396
P3397,Computers & Accessories,Linksys,2,Female,3397
P3398,Camera & Photo,Kodak,5,Female,3398
P3399,Camera & Photo,Fujifilm,4,Female,3399
P3400,Camera & Photo,Kodak,5,Female,3400
P3401,Camera & Photo,Canon,5,Female,3401
P3402,Camera & Photo,Olympus,5,Female,3402
P3403,Camera & Photo,HP,5,Male,3403
P3404,Headphones,Sennheiser,4,Male,3404
P3405,Computers & Accessories,Sennheiser,5,Male,3405
P3406,Camera & Photo,Nikon,5,Female,3406
P3407,Camera & Photo,Canon,5,Female,3407
P3408,Camera & Photo,Nikon,5,Female,3408
P3409,Camera & Photo,Canon,4,Male,3409
P3410,Camera & Photo,Kodak,5,Female,3410
P3411,Camera & Photo,Canon,5,Female,3411
P3412,Camera & Photo,Canon,5,Female,3412
P3413,Camera & Photo,Canon,5,Male,3413
P3414,Camera & Photo,Fujifilm,5,Male,3414
P3415,Headphones,EldHus,5,Female&Male,3415
P3416,Camera & Photo,Nikon,3,Female,3416
P3417,Camera & Photo,Kodak,4,Male,3417
P3418,Camera & Photo,Fujifilm,4,Female,3418
P3419,Computers & Accessories,Toshiba,5,Female,3419
P3420,Computers & Accessories,Linksys,5,Female,3420
P3421,Camera & Photo,Kodak,4,Male,3421
P3422,Camera & Photo,Fujifilm,5,Male,3422
P3423,Camera & Photo,Olympus,4,Male,3423
P3424,Computers & Accessories,Linksys,5,Female,3424
P3425,Camera & Photo,Kodak,4,Male,3425
P3426,Camera & Photo,Olympus,5,Female,3426
P3427,Television & Video,Panasonic,5,Female,3427
P3428,Camera & Photo,Panasonic,5,Female,3428
P3429,Camera & Photo,Kodak,4,Female&Male,3429
P3430,Camera & Photo,Fujifilm,5,Male,3430
P3431,Camera & Photo,Canon,1,Female,3431
P3432,Camera & Photo,Kodak,4,Male,3432
P3433,Camera & Photo,Fujifilm,5,Female,3433
P3434,Camera & Photo,HP,4,Male,3434
P3435,Camera & Photo,Canon,5,Female,3435
P3436,Headphones,EldHus,5,Female&Male,3436
P3437,Camera & Photo,Olympus,4,Female,3437
P3438,Camera & Photo,Kodak,4,Male,3438
P3439,Computers & Accessories,HP,5,Female,3439
P3440,Camera & Photo,Kodak,2,Male,3440
P3441,Camera & Photo,Kodak,4,Female,3441
P3442,Camera & Photo,Olympus,2,Female,3442
P3443,Computers & Accessories,Linksys,4,Female,3443
P3444,Camera & Photo,Kodak,5,Male,3444
P3445,Camera & Photo,Canon,5,Female,3445
P3446,Computers & Accessories,Sennheiser,4,Male,3446
P3447,Camera & Photo,Kodak,5,Female&Male,3447
P3448,Camera & Photo,Canon,5,Female,3448
P3449,Camera & Photo,Kodak,5,Female&Male,3449
P3450,Camera & Photo,Canon,5,Male,3450
P3451,Camera & Photo,Canon,5,Male,3451
P3452,Camera & Photo,Kodak,4,Female,3452
P3453,Computers & Accessories,Linksys,5,Female&Male,3453
P3454,Computers & Accessories,Linksys,5,Female,3454
P3455,Camera & Photo,Canon,5,Male,3455
P3456,Camera & Photo,Canon,5,Female,3456
P3457,Camera & Photo,Olympus,4,Male,3457
P3458,Camera & Photo,Kodak,5,Female,3458
P3459,Camera & Photo,Toshiba,3,Female,3459
P3460,Computers & Accessories,Linksys,5,Female,3460
P3461,Camera & Photo,Canon,5,Male,3461
P3462,Camera & Photo,Sony,5,Female&Male,3462
P3463,Camera & Photo,Canon,4,Female,3463
P3464,Camera & Photo,Kodak,5,Female&Male,3464
P3465,Camera & Photo,Canon,5,Female,3465
P3466,Camera & Photo,Sony,1,Male,3466
P3467,Camera & Photo,Canon,3,Male,3467
P3468,Camera & Photo,Fujifilm,1,Female,3468
P3469,Camera & Photo,Olympus,5,Male,3469
P3470,Computers & Accessories,Linksys,2,Female,3470
P3471,Camera & Photo,Kodak,5,Female,3471
P3472,Computers & Accessories,Linksys,5,Female,3472
P3473,Camera & Photo,Fujifilm,5,Female,3473
P3474,Headphones,EldHus,4,Female&Male,3474
P3475,Camera & Photo,Canon,5,Female,3475
P3476,Camera & Photo,Sony,1,Female,3476
P3477,Camera & Photo,Canon,4,Male,3477
P3478,Camera & Photo,Canon,5,Male,3478
P3479,Camera & Photo,Canon,5,Female,3479
P3480,Camera & Photo,Kodak,5,Female,3480
P3481,Camera & Photo,Kodak,4,Female,3481
P3482,Camera & Photo,Fujifilm,4,Female,3482
P3483,Camera & Photo,Fujifilm,5,Female,3483
P3484,Camera & Photo,Kodak,5,Male,3484
P3485,Camera & Photo,Kodak,4,Female,3485
P3486,Computers & Accessories,Linksys,5,Female,3486
P3487,Camera & Photo,Canon,5,Male,3487
P3488,Camera & Photo,Canon,5,Male,3488
P3489,Camera & Photo,Nikon,5,Female,3489
P3490,Camera & Photo,Nikon,5,Female,3490
P3491,Camera & Photo,Canon,2,Female,3491
P3492,Camera & Photo,Kodak,5,Female,3492
P3493,Camera & Photo,Olympus,4,Female,3493
P3494,Computers & Accessories,Linksys,5,Female,3494
P3495,Camera & Photo,Kodak,4,Female,3495
P3496,Camera & Photo,Kodak,5,Female&Male,3496
P3497,Camera & Photo,Sony,5,Female,3497
P3498,Camera & Photo,Olympus,5,Female,3498
P3499,Camera & Photo,Fujifilm,5,Female,3499
P3500,Camera & Photo,Kodak,5,Male,3500
P3501,Camera & Photo,Toshiba,4,Female,3501
P3502,Camera & Photo,Nikon,5,Female,3502
P3503,Camera & Photo,Nikon,5,Female,3503
P3504,Camera & Photo,Canon,5,Female,3504
P3505,Camera & Photo,Sony,5,Male,3505
P3506,Camera & Photo,Kodak,5,Male,3506
P3507,Headphones,Sennheiser,5,Male,3507
P3508,Camera & Photo,HP,5,Male,3508
P3509,Camera & Photo,Olympus,5,Female,3509
P3510,Computers & Accessories,Linksys,5,Female,3510
P3511,Camera & Photo,Panasonic,3,Female,3511
P3512,Camera & Photo,Canon,5,Male,3512
P3513,Headphones,Sennheiser,5,Male,3513
P3514,Camera & Photo,HP,1,Male,3514
P3515,Camera & Photo,Canon,4,Female,3515
P3516,Computers & Accessories,Linksys,5,Female,3516
P3517,Camera & Photo,Kodak,4,Female&Male,3517
P3518,Camera & Photo,Canon,1,Female,3518
P3519,Camera & Photo,Canon,5,Female,3519
P3520,Camera & Photo,Kodak,5,Female&Male,3520
P3521,Camera & Photo,Canon,2,Female,3521
P3522,Camera & Photo,Kodak,5,Male,3522
P3523,Camera & Photo,Nikon,4,Female,3523
P3524,Computers & Accessories,Linksys,5,Female,3524
P3525,Camera & Photo,Olympus,5,Female,3525
P3526,Camera & Photo,Olympus,5,Female,3526
P3527,Camera & Photo,Olympus,4,Female,3527
P3528,Television & Video,Panasonic,5,Female&Male,3528
P3529,Computers & Accessories,Linksys,5,Female,3529
P3530,Camera & Photo,Kodak,5,Female&Male,3530
P3531,Camera & Photo,Canon,4,Male,3531
P3532,Camera & Photo,Olympus,3,Female,3532
P3533,Camera & Photo,HP,2,Male,3533
P3534,Camera & Photo,Canon,5,Female,3534
P3535,Camera & Photo,Canon,5,Female,3535
P3536,Camera & Photo,Fujifilm,5,Male,3536
P3537,Camera & Photo,Canon,5,Female,3537
P3538,Accessories & Supplies,Sennheiser,3,Male,3538
P3539,Computers & Accessories,Linksys,3,Female,3539
P3540,Camera & Photo,Olympus,4,Male,3540
P3541,Computers & Accessories,Linksys,5,Female,3541
P3542,Computers & Accessories,Kensington,4,Male,3542
P3543,Computers & Accessories,Linksys,5,Female,3543
P3544,Camera & Photo,Kodak,2,Female,3544
P3545,Computers & Accessories,Linksys,1,Female&Male,3545
P3546,Camera & Photo,Kodak,1,Male,3546
P3547,Camera & Photo,Olympus,5,Female,3547
P3548,Portable Audio & Video,Sony,3,Male,3548
P3549,Computers & Accessories,Linksys,2,Female&Male,3549
P3550,Camera & Photo,Fujifilm,5,Male,3550
P3551,Camera & Photo,Canon,5,Female,3551
P3552,Computers & Accessories,Linksys,5,Female,3552
P3553,Camera & Photo,Olympus,5,Female,3553
P3554,Computers & Accessories,Linksys,3,Female,3554
P3555,Camera & Photo,Fujifilm,5,Female,3555
P3556,Camera & Photo,Canon,5,Male,3556
P3557,Computers & Accessories,Linksys,1,Female&Male,3557
P3558,Camera & Photo,HP,1,Male,3558
P3559,Computers & Accessories,Linksys,5,Female,3559
P3560,Camera & Photo,Olympus,4,Female,3560
P3561,Camera & Photo,Sony,4,Male,3561
P3562,Computers & Accessories,Linksys,5,Female&Male,3562
P3563,Camera & Photo,Nikon,3,Male,3563
P3564,Camera & Photo,Olympus,5,Female,3564
P3565,Camera & Photo,Nikon,4,Female,3565
P3566,Computers & Accessories,Linksys,5,Female,3566
P3567,Camera & Photo,Sony,1,Female&Male,3567
P3568,Camera & Photo,Canon,5,Female,3568
P3569,Television & Video,Panasonic,5,Female,3569
P3570,Computers & Accessories,Linksys,5,Female,3570
P3571,Camera & Photo,Canon,1,Male,3571
P3572,Camera & Photo,Kodak,4,Female,3572
P3573,Camera & Photo,Kodak,5,Female,3573
P3574,Camera & Photo,Kodak,4,Female,3574
P3575,Camera & Photo,Kodak,4,Female,3575
P3576,Camera & Photo,Canon,5,Female,3576
P3577,Camera & Photo,Panasonic,4,Female,3577
P3578,Headphones,EldHus,5,Female&Male,3578
P3579,Camera & Photo,Kodak,5,Male,3579
P3580,Camera & Photo,Sony,3,Male,3580
P3581,Computers & Accessories,Linksys,3,Female&Male,3581
P3582,Camera & Photo,Canon,5,Female,3582
P3583,Camera & Photo,Olympus,5,Female,3583
P3584,Camera & Photo,Olympus,4,Female,3584
P3585,Camera & Photo,Sony,5,Female&Male,3585
P3586,Camera & Photo,Canon,5,Female,3586
P3587,Camera & Photo,Kodak,5,Female,3587
P3588,Camera & Photo,Canon,5,Female,3588
P3589,Camera & Photo,Olympus,5,Female,3589
P3590,Camera & Photo,Canon,5,Female,3590
P3591,Computers & Accessories,Linksys,5,Female,3591
P3592,Camera & Photo,Canon,3,Female,3592
P3593,Camera & Photo,Canon,4,Female,3593
P3594,Camera & Photo,Canon,4,Female,3594
P3595,Camera & Photo,Fujifilm,4,Male,3595
P3596,Camera & Photo,Canon,5,Female,3596
P3597,Television & Video,Panasonic,4,Female&Male,3597
P3598,Camera & Photo,Sony,1,Male,3598
P3599,Camera & Photo,Olympus,5,Female,3599
P3600,Camera & Photo,Canon,4,Female,3600
P3601,Camera & Photo,Olympus,5,Female,3601
P3602,Camera & Photo,Canon,5,Female,3602
P3603,Camera & Photo,Olympus,5,Male,3603
P3604,Camera & Photo,Kodak,5,Male,3604
P3605,Camera & Photo,Canon,5,Male,3605
P3606,Camera & Photo,Canon,5,Female,3606
P3607,Camera & Photo,Canon,5,Female,3607
P3608,Camera & Photo,Canon,3,Female,3608
P3609,Camera & Photo,JVC,4,Female,3609
P3610,Camera & Photo,Canon,4,Female,3610
P3611,Camera & Photo,Olympus,5,Female,3611
P3612,Computers & Accessories,Linksys,5,Female,3612
P3613,Computers & Accessories,Linksys,1,Female,3613
P3614,Camera & Photo,Kodak,4,Female&Male,3614
P3615,Camera & Photo,Nikon,1,Female,3615
P3616,Headphones,EldHus,5,Female&Male,3616
P3617,Computers & Accessories,Sennheiser,5,Male,3617
P3618,Camera & Photo,Panasonic,5,Female,3618
P3619,Camera & Photo,Kodak,5,Female,3619
P3620,Camera & Photo,Kodak,5,Male,3620
P3621,Camera & Photo,Nikon,2,Male,3621
P3622,Computers & Accessories,Linksys,2,Female,3622
P3623,Camera & Photo,Panasonic,4,Female,3623
P3624,Camera & Photo,Canon,1,Female,3624
P3625,Camera & Photo,Kodak,5,Male,3625
P3626,Camera & Photo,Olympus,4,Female,3626
P3627,Camera & Photo,Nikon,4,Female,3627
P3628,Camera & Photo,Olympus,5,Female,3628
P3629,Camera & Photo,Kodak,5,Male,3629
P3630,Camera & Photo,HP,1,Male,3630
P3631,Camera & Photo,Kodak,4,Female,3631
P3632,Camera & Photo,Kodak,4,Female&Male,3632
P3633,Camera & Photo,Kodak,5,Male,3633
P3634,Camera & Photo,Olympus,5,Female,3634
P3635,Computers & Accessories,Linksys,2,Female,3635
P3636,Camera & Photo,Kodak,5,Female,3636
P3637,Camera & Photo,Kodak,4,Male,3637
P3638,Camera & Photo,Canon,4,Male,3638
P3639,Camera & Photo,Kodak,4,Female,3639
P3640,Computers & Accessories,Linksys,5,Female,3640
P3641,Camera & Photo,Canon,5,Female,3641
P3642,Camera & Photo,Canon,1,Female,3642
P3643,Camera & Photo,Canon,4,Female,3643
P3644,Camera & Photo,Olympus,4,Female,3644
P3645,Camera & Photo,Canon,5,Female,3645
P3646,Camera & Photo,Olympus,1,Female,3646
P3647,Camera & Photo,Canon,5,Female,3647
P3648,Computers & Accessories,Linksys,5,Female,3648
P3649,Computers & Accessories,Linksys,4,Female,3649
P3650,Camera & Photo,Olympus,5,Female,3650
P3651,Camera & Photo,Kodak,5,Female,3651
P3652,Computers & Accessories,Linksys,4,Female,3652
P3653,Camera & Photo,Olympus,4,Male,3653
P3654,Camera & Photo,Kodak,5,Female,3654
P3655,Camera & Photo,Kodak,1,Female,3655
P3656,Camera & Photo,Olympus,4,Female,3656
P3657,Camera & Photo,Kodak,5,Female,3657
P3658,Camera & Photo,Kodak,5,Female,3658
P3659,Camera & Photo,Olympus,5,Female,3659
P3660,Camera & Photo,Kodak,5,Male,3660
P3661,Camera & Photo,Canon,3,Female,3661
P3662,Camera & Photo,Sony,1,Female,3662
P3663,Television & Video,Panasonic,5,Female&Male,3663
P3664,Camera & Photo,Canon,5,Female,3664
P3665,Camera & Photo,Nikon,5,Female,3665
P3666,Camera & Photo,Kodak,1,Male,3666
P3667,Camera & Photo,Kodak,3,Female,3667
P3668,Camera & Photo,Olympus,5,Female,3668
P3669,Camera & Photo,Kodak,5,Female&Male,3669
P3670,Computers & Accessories,Linksys,1,Female,3670
P3671,Camera & Photo,Kodak,5,Male,3671
P3672,Camera & Photo,Kodak,5,Male,3672
P3673,Television & Video,Panasonic,5,Female&Male,3673
P3674,Camera & Photo,Canon,4,Male,3674
P3675,Camera & Photo,Olympus,3,Male,3675
P3676,Camera & Photo,Canon,4,Male,3676
P3677,Camera & Photo,Olympus,5,Female,3677
P3678,Camera & Photo,Canon,1,Female,3678
P3679,Television & Video,Panasonic,5,Female&Male,3679
P3680,Camera & Photo,Canon,1,Female,3680
P3681,Camera & Photo,Kodak,4,Female,3681
P3682,Camera & Photo,Nikon,5,Female,3682
P3683,Camera & Photo,Kodak,4,Female,3683
P3684,Camera & Photo,Kodak,5,Male,3684
P3685,Camera & Photo,Kodak,5,Female,3685
P3686,Camera & Photo,Fujifilm,5,Female,3686
P3687,Camera & Photo,Canon,5,Female,3687
P3688,Camera & Photo,Nikon,5,Female,3688
P3689,Camera & Photo,Olympus,3,Female,3689
P3690,Camera & Photo,Kodak,5,Female&Male,3690
P3691,Camera & Photo,Canon,4,Female,3691
P3692,Camera & Photo,Olympus,1,Female,3692
P3693,Camera & Photo,Olympus,4,Male,3693
P3694,Camera & Photo,Olympus,4,Male,3694
P3695,Camera & Photo,Kodak,5,Female,3695
P3696,Camera & Photo,Nikon,3,Female,3696
P3697,Computers & Accessories,Linksys,3,Female&Male,3697
P3698,Camera & Photo,Fujifilm,2,Male,3698
P3699,Camera & Photo,Panasonic,5,Female,3699
P3700,Camera & Photo,Olympus,5,Female,3700
P3701,Computers & Accessories,Linksys,5,Female&Male,3701
P3702,Camera & Photo,Fujifilm,5,Male,3702
P3703,Camera & Photo,Canon,4,Female,3703
P3704,Computers & Accessories,Linksys,5,Female,3704
P3705,Camera & Photo,Kodak,5,Female&Male,3705
P3706,Camera & Photo,Nikon,2,Female,3706
P3707,Computers & Accessories,Linksys,5,Female,3707
P3708,Camera & Photo,Olympus,4,Female,3708
P3709,Camera & Photo,Panasonic,1,Female,3709
P3710,Camera & Photo,Kodak,1,Female&Male,3710
P3711,Camera & Photo,JVC,5,Female,3711
P3712,Camera & Photo,Kodak,5,Female,3712
P3713,Camera & Photo,HP,5,Male,3713
P3714,Computers & Accessories,Linksys,5,Female,3714
P3715,Computers & Accessories,Linksys,5,Female,3715
P3716,Computers & Accessories,Linksys,5,Female,3716
P3717,Camera & Photo,Kodak,5,Female,3717
P3718,Camera & Photo,Canon,5,Female,3718
P3719,Headphones,Sennheiser,5,Male,3719
P3720,Camera & Photo,Kodak,4,Female,3720
P3721,Computers & Accessories,Sony,5,Female,3721
P3722,Camera & Photo,Olympus,4,Female,3722
P3723,Camera & Photo,Nikon,4,Female,3723
P3724,Camera & Photo,Olympus,4,Female,3724
P3725,Camera & Photo,Nikon,5,Female,3725
P3726,Camera & Photo,Canon,4,Female,3726
P3727,Camera & Photo,Kodak,4,Female,3727
P3728,Camera & Photo,HP,4,Male,3728
P3729,Headphones,EldHus,5,Female&Male,3729
P3730,Camera & Photo,Panasonic,5,Female,3730
P3731,Camera & Photo,Canon,5,Female,3731
P3732,Camera & Photo,Kodak,5,Male,3732
P3733,Camera & Photo,Sony,3,Male,3733
P3734,Camera & Photo,Canon,5,Male,3734
P3735,Camera & Photo,Kodak,3,Female&Male,3735
P3736,Camera & Photo,Nikon,5,Female,3736
P3737,Camera & Photo,Panasonic,4,Female,3737
P3738,Headphones,Sennheiser,5,Male,3738
P3739,Camera & Photo,Olympus,4,Male,3739
P3740,Camera & Photo,Olympus,5,Female,3740
P3741,Camera & Photo,Nikon,3,Female,3741
P3742,Camera & Photo,Panasonic,2,Female,3742
P3743,Camera & Photo,Kodak,4,Female&Male,3743
P3744,Computers & Accessories,Linksys,1,Female,3744
P3745,Camera & Photo,Kodak,1,Male,3745
P3746,Computers & Accessories,Linksys,1,Female&Male,3746
P3747,Camera & Photo,Olympus,2,Female,3747
P3748,Camera & Photo,Fujifilm,5,Female,3748
P3749,Camera & Photo,Canon,1,Male,3749
P3750,Camera & Photo,Kodak,2,Female,3750
P3751,Camera & Photo,Kodak,4,Female,3751
P3752,Camera & Photo,Nikon,4,Female,3752
P3753,Camera & Photo,Nikon,5,Female,3753
P3754,Camera & Photo,Fujifilm,1,Female,3754
P3755,Camera & Photo,Fujifilm,5,Female,3755
P3756,Computers & Accessories,Linksys,5,Female,3756
P3757,Computers & Accessories,Linksys,4,Female,3757
P3758,Camera & Photo,Nikon,5,Female,3758
P3759,Headphones,Sennheiser,4,Male,3759
P3760,Computers & Accessories,Linksys,5,Female,3760
P3761,Camera & Photo,Vivitar,4,Female,3761
P3762,Computers & Accessories,Sennheiser,5,Male,3762
P3763,Camera & Photo,Olympus,5,Female,3763
P3764,Television & Video,Toshiba,4,Female,3764
P3765,Camera & Photo,Kodak,4,Female&Male,3765
P3766,Camera & Photo,HP,5,Male,3766
P3767,Camera & Photo,Canon,5,Female,3767
P3768,Camera & Photo,Kodak,3,Female&Male,3768
